State,Government,Mode,Type,Year,Amount (thousands)
Vermont,State and Local,Highway,Revenue,2015,166271
Vermont,State and Local,Highway,Expenditure,2014,854554
Vermont,State and Local,Highway,Revenue,2014,183892
Vermont,State and Local,Highway,Expenditure,2013,788382
Vermont,State and Local,Highway,Revenue,2013,185100
Vermont,State and Local,Highway,Expenditure,2012,904421
Vermont,State and Local,Highway,Revenue,2012,182298
Vermont,State and Local,Highway,Expenditure,2011,868963
Vermont,State and Local,Highway,Revenue,2011,176365
Vermont,State and Local,Highway,Expenditure,2010,771252
Vermont,State and Local,Highway,Revenue,2010,178756
Vermont,State and Local,Highway,Expenditure,2009,677044
Vermont,State and Local,Highway,Revenue,2009,154379
Vermont,State and Local,Highway,Expenditure,2008,592986
Vermont,State and Local,Highway,Revenue,2008,177138
Vermont,State and Local,Highway,Expenditure,2007,612350
Vermont,State and Local,Highway,Revenue,2007,169317
Vermont,State and Local,Highway,Expenditure,2006,507983
Vermont,State and Local,Highway,Revenue,2006,151611
Vermont,State and Local,Highway,Expenditure,2005,490135
Vermont,State and Local,Highway,Revenue,2005,152640
Vermont,State and Local,Highway,Expenditure,2004,438938
Vermont,State and Local,Highway,Revenue,2004,154776
Vermont,State and Local,Transit,Expenditure,2020,36279
Vermont,State and Local,Transit,Revenue,2020,4553
Vermont,State and Local,Transit,Expenditure,2019,32989
Vermont,State and Local,Transit,Revenue,2019,5250
Vermont,State and Local,Transit,Expenditure,2018,35369
Vermont,State and Local,Transit,Revenue,2018,4677
Vermont,State and Local,Transit,Expenditure,2017,32398
Vermont,State and Local,Transit,Revenue,2017,5144
Vermont,State and Local,Transit,Expenditure,2016,31606
Vermont,State and Local,Transit,Revenue,2016,5578
Vermont,State and Local,Transit,Expenditure,2015,31468
Vermont,State and Local,Transit,Revenue,2015,5574
Vermont,State and Local,Transit,Expenditure,2014,29577
Vermont,State and Local,Transit,Revenue,2014,5054
Vermont,State and Local,Transit,Expenditure,2013,29333
Vermont,State and Local,Transit,Revenue,2013,5151
Vermont,State and Local,Transit,Expenditure,2012,30540
Vermont,State and Local,Transit,Revenue,2012,5325
Vermont,State and Local,Transit,Expenditure,2011,28701
Vermont,State and Local,Transit,Revenue,2011,4112
Vermont,State and Local,Transit,Expenditure,2010,55794
Vermont,State and Local,Transit,Revenue,2010,3941
Vermont,State and Local,Transit,Expenditure,2009,54767
Vermont,State and Local,Transit,Revenue,2009,4102
Vermont,State and Local,Transit,Expenditure,2008,46109
Vermont,State and Local,Transit,Revenue,2008,2899
Vermont,State and Local,Transit,Expenditure,2007,39434
Vermont,State and Local,Transit,Revenue,2007,4482
Vermont,State and Local,Transit,Expenditure,2006,37262
Vermont,State and Local,Transit,Revenue,2006,4074
Vermont,State and Local,Transit,Expenditure,2005,34248
Vermont,State and Local,Transit,Revenue,2005,3491
Vermont,State and Local,Transit,Expenditure,2004,13204
Vermont,State and Local,Transit,Revenue,2004,3860
Vermont,State and Local,Water,Expenditure,2020,0
Vermont,State and Local,Water,Revenue,2020,0
Vermont,State and Local,Water,Expenditure,2019,0
Vermont,State and Local,Water,Revenue,2019,0
Vermont,State and Local,Water,Expenditure,2018,0
Vermont,State and Local,Water,Revenue,2018,0
Vermont,State and Local,Water,Expenditure,2017,0
Vermont,State and Local,Water,Revenue,2017,0
Vermont,State and Local,Water,Expenditure,2016,0
Vermont,State and Local,Water,Revenue,2016,0
Vermont,State and Local,Water,Expenditure,2015,0
Vermont,State and Local,Water,Revenue,2015,0
Vermont,State and Local,Water,Expenditure,2014,0
Vermont,State and Local,Water,Revenue,2014,0
Vermont,State and Local,Water,Expenditure,2013,0
Vermont,State and Local,Water,Revenue,2013,0
Vermont,State and Local,Water,Expenditure,2012,0
Vermont,State and Local,Water,Revenue,2012,0
Vermont,State and Local,Water,Expenditure,2011,26
Vermont,State and Local,Water,Revenue,2011,45
Vermont,State and Local,Water,Expenditure,2010,34
Vermont,State and Local,Water,Revenue,2010,39
Vermont,State and Local,Water,Expenditure,2009,19
Vermont,State and Local,Water,Revenue,2009,39
Vermont,State and Local,Water,Expenditure,2008,21
Vermont,State and Local,Water,Revenue,2008,45
Vermont,State and Local,Water,Expenditure,2007,0
Vermont,State and Local,Water,Revenue,2007,0
Vermont,State and Local,Water,Expenditure,2006,125
Vermont,State and Local,Water,Revenue,2006,76
Vermont,State and Local,Water,Expenditure,2005,25
Vermont,State and Local,Water,Revenue,2005,0
Vermont,State and Local,Water,Expenditure,2004,0
Vermont,State and Local,Water,Revenue,2004,0
Virginia,State and Local,Total,Expenditure,2020,97890236
Virginia,State and Local,Total,Revenue,2020,100686538
Virginia,State and Local,Total,Expenditure,2019,90846402
Virginia,State and Local,Total,Revenue,2019,97606534
Virginia,State and Local,Total,Expenditure,2018,86678064
Virginia,State and Local,Total,Revenue,2018,87945512
Virginia,State and Local,Total,Expenditure,2017,83592064
Virginia,State and Local,Total,Revenue,2017,89000527
Virginia,State and Local,Total,Expenditure,2016,80899053
Virginia,State and Local,Total,Revenue,2016,79074530
Virginia,State and Local,Total,Expenditure,2015,78134213
Virginia,State and Local,Total,Revenue,2015,78617973
Virginia,State and Local,Total,Expenditure,2014,75621799
Virginia,State and Local,Total,Revenue,2014,81057467
Virginia,State and Local,Total,Expenditure,2013,73751231
Virginia,State and Local,Total,Revenue,2013,77699409
Virginia,State and Local,Total,Expenditure,2012,71330848
Virginia,State and Local,Total,Revenue,2012,67456925
Virginia,State and Local,Total,Expenditure,2011,69361736
Virginia,State and Local,Total,Revenue,2011,76497579
Virginia,State and Local,Total,Expenditure,2010,67672601
Virginia,State and Local,Total,Revenue,2010,71093344
Virginia,State and Local,Total,Expenditure,2009,65256658
Virginia,State and Local,Total,Revenue,2009,46826787
Virginia,State and Local,Total,Expenditure,2008,63325231
Virginia,State and Local,Total,Revenue,2008,58165871
Virginia,State and Local,Total,Expenditure,2007,59067521
Virginia,State and Local,Total,Revenue,2007,70457996
Virginia,State and Local,Total,Expenditure,2006,55853093
Virginia,State and Local,Total,Revenue,2006,61743729
Virginia,State and Local,Total,Expenditure,2005,51529114
Virginia,State and Local,Total,Revenue,2005,56657747
Virginia,State and Local,Total,Expenditure,2004,47782335
Virginia,State and Local,Total,Revenue,2004,54078178
Virginia,State and Local,Air,Expenditure,2020,916351
Virginia,State and Local,Air,Revenue,2020,1101701
Virginia,State and Local,Air,Expenditure,2019,871075
Virginia,State and Local,Air,Revenue,2019,1066663
Virginia,State and Local,Air,Expenditure,2018,752255
Virginia,State and Local,Air,Revenue,2018,1006719
Virginia,State and Local,Air,Expenditure,2017,683181
Virginia,State and Local,Air,Revenue,2017,1017937
Virginia,State and Local,Air,Expenditure,2016,678437
Virginia,State and Local,Air,Revenue,2016,998352
Virginia,State and Local,Air,Expenditure,2015,675848
Virginia,State and Local,Air,Revenue,2015,949675
Virginia,State and Local,Air,Expenditure,2014,732204
Virginia,State and Local,Air,Revenue,2014,939560
Virginia,State and Local,Air,Expenditure,2013,710949
Virginia,State and Local,Air,Revenue,2013,806915
Virginia,State and Local,Air,Expenditure,2012,686271
Virginia,State and Local,Air,Revenue,2012,781752
Virginia,State and Local,Air,Expenditure,2011,1263411
Virginia,State and Local,Air,Revenue,2011,797087
Virginia,State and Local,Air,Expenditure,2010,1176589
Virginia,State and Local,Air,Revenue,2010,729240
Virginia,State and Local,Air,Expenditure,2009,1314120
Virginia,State and Local,Air,Revenue,2009,665762
Virginia,State and Local,Air,Expenditure,2008,1269065
Virginia,State and Local,Air,Revenue,2008,626493
Virginia,State and Local,Air,Expenditure,2007,1225626
Virginia,State and Local,Air,Revenue,2007,671170
Virginia,State and Local,Air,Expenditure,2006,1036530
Virginia,State and Local,Air,Revenue,2006,670994
Virginia,State and Local,Air,Expenditure,2005,765045
Virginia,State and Local,Air,Revenue,2005,617093
Virginia,State and Local,Air,Expenditure,2004,698018
Virginia,State and Local,Air,Revenue,2004,555689
Virginia,State and Local,Highway,Expenditure,2020,9011197
Virginia,State and Local,Highway,Revenue,2020,2308725
Virginia,State and Local,Highway,Expenditure,2019,8987572
Virginia,State and Local,Highway,Revenue,2019,2232937
Virginia,State and Local,Highway,Expenditure,2018,8859518
Virginia,State and Local,Highway,Revenue,2018,2701360
Virginia,State and Local,Highway,Expenditure,2017,7665827
Virginia,State and Local,Highway,Revenue,2017,2119301
Virginia,State and Local,Highway,Expenditure,2016,8511258
Virginia,State and Local,Highway,Revenue,2016,1978447
Virginia,State and Local,Highway,Expenditure,2015,7745644
Virginia,State and Local,Highway,Revenue,2015,1823662
Virginia,State and Local,Highway,Expenditure,2014,6553637
Virginia,State and Local,Highway,Revenue,2014,1686389
Virginia,State and Local,Highway,Expenditure,2013,6120514
Virginia,State and Local,Highway,Revenue,2013,1871906
Virginia,State and Local,Highway,Expenditure,2012,6615340
Virginia,State and Local,Highway,Revenue,2012,1754716
Virginia,State and Local,Highway,Expenditure,2011,5497408
Virginia,State and Local,Highway,Revenue,2011,1685283
Virginia,State and Local,Highway,Expenditure,2010,4583049
Virginia,State and Local,Highway,Revenue,2010,1552251
Virginia,State and Local,Highway,Expenditure,2009,4898869
Virginia,State and Local,Highway,Revenue,2009,1585560
Virginia,State and Local,Highway,Expenditure,2008,4973996
Virginia,State and Local,Highway,Revenue,2008,1680153
Virginia,State and Local,Highway,Expenditure,2007,4182707
Virginia,State and Local,Highway,Revenue,2007,1641340
Virginia,State and Local,Highway,Expenditure,2006,3998956
Virginia,State and Local,Highway,Revenue,2006,1651255
Virginia,State and Local,Highway,Expenditure,2005,4141527
Virginia,State and Local,Highway,Revenue,2005,1595256
Virginia,State and Local,Highway,Expenditure,2004,3790522
Virginia,State and Local,Highway,Revenue,2004,1569610
Virginia,State and Local,Transit,Expenditure,2020,1622152
Virginia,State and Local,Transit,Revenue,2020,131697
Virginia,State and Local,Transit,Expenditure,2019,1517267
Virginia,State and Local,Transit,Revenue,2019,157049
Virginia,State and Local,Transit,Expenditure,2018,1486856
Virginia,State and Local,Transit,Revenue,2018,154505
Virginia,State and Local,Transit,Expenditure,2017,1460658
Virginia,State and Local,Transit,Revenue,2017,150507
Virginia,State and Local,Transit,Expenditure,2016,1216538
Virginia,State and Local,Transit,Revenue,2016,134372
Virginia,State and Local,Transit,Expenditure,2015,914009
Virginia,State and Local,Transit,Revenue,2015,130721
Virginia,State and Local,Transit,Expenditure,2014,924212
Virginia,State and Local,Transit,Revenue,2014,127001
Virginia,State and Local,Transit,Expenditure,2013,1155596
Virginia,State and Local,Transit,Revenue,2013,115227
Virginia,State and Local,Transit,Expenditure,2012,1073920
Virginia,State and Local,Transit,Revenue,2012,116444
Virginia,State and Local,Transit,Expenditure,2011,552235
Virginia,State and Local,Transit,Revenue,2011,113081
Virginia,State and Local,Transit,Expenditure,2010,522291
Virginia,State and Local,Transit,Revenue,2010,100913
Virginia,State and Local,Transit,Expenditure,2009,533826
Virginia,State and Local,Transit,Revenue,2009,95901
Virginia,State and Local,Transit,Expenditure,2008,483852
Virginia,State and Local,Transit,Revenue,2008,101688
Virginia,State and Local,Transit,Expenditure,2007,371500
Virginia,State and Local,Transit,Revenue,2007,86308
Virginia,State and Local,Transit,Expenditure,2006,390193
Virginia,State and Local,Transit,Revenue,2006,83836
Virginia,State and Local,Transit,Expenditure,2005,334981
Virginia,State and Local,Transit,Revenue,2005,70676
Virginia,State and Local,Transit,Expenditure,2004,255808
Virginia,State and Local,Transit,Revenue,2004,63457
Virginia,State and Local,Water,Expenditure,2020,510873
Virginia,State and Local,Water,Revenue,2020,496994
Virginia,State and Local,Water,Expenditure,2019,577216
Virginia,State and Local,Water,Revenue,2019,552492
Virginia,State and Local,Water,Expenditure,2018,615251
Virginia,State and Local,Water,Revenue,2018,521921
Virginia,State and Local,Water,Expenditure,2017,596446
Virginia,State and Local,Water,Revenue,2017,479364
Virginia,State and Local,Water,Expenditure,2016,451862
Virginia,State and Local,Water,Revenue,2016,440185
Virginia,State and Local,Water,Expenditure,2015,427551
Virginia,State and Local,Water,Revenue,2015,441925
Virginia,State and Local,Water,Expenditure,2014,386652
Virginia,State and Local,Water,Revenue,2014,384715
Virginia,State and Local,Water,Expenditure,2013,349039
Virginia,State and Local,Water,Revenue,2013,341003
Virginia,State and Local,Water,Expenditure,2012,396235
Virginia,State and Local,Water,Revenue,2012,299431
Virginia,State and Local,Water,Expenditure,2011,352511
Virginia,State and Local,Water,Revenue,2011,278441
Virginia,State and Local,Water,Expenditure,2010,259162
Virginia,State and Local,Water,Revenue,2010,204062
Virginia,State and Local,Water,Expenditure,2009,243848
Virginia,State and Local,Water,Revenue,2009,209205
Virginia,State and Local,Water,Expenditure,2008,332049
Virginia,State and Local,Water,Revenue,2008,258831
Virginia,State and Local,Water,Expenditure,2007,292803
Virginia,State and Local,Water,Revenue,2007,250049
Virginia,State and Local,Water,Expenditure,2006,279016
Virginia,State and Local,Water,Revenue,2006,249105
Virginia,State and Local,Water,Expenditure,2005,299158
Virginia,State and Local,Water,Revenue,2005,224360
Virginia,State and Local,Water,Expenditure,2004,299818
Virginia,State and Local,Water,Revenue,2004,179501
Washington,State and Local,Total,Expenditure,2020,112283036
Washington,State and Local,Total,Revenue,2020,110940791
Washington,State and Local,Total,Expenditure,2019,100677821
Washington,State and Local,Total,Revenue,2019,106904661
Washington,State and Local,Total,Expenditure,2018,96185374
Washington,State and Local,Total,Revenue,2018,107279244
Washington,State and Local,Total,Expenditure,2017,91784590
Washington,State and Local,Total,Revenue,2017,100406872
Washington,State and Local,Total,Expenditure,2016,86684449
Washington,State and Local,Total,Revenue,2016,85279112
Washington,State and Local,Total,Expenditure,2015,82180083
Washington,State and Local,Total,Revenue,2015,82524930
Washington,State and Local,Total,Expenditure,2014,77626252
Washington,State and Local,Total,Revenue,2014,86312385
Washington,State and Local,Total,Expenditure,2013,73208833
Washington,State and Local,Total,Revenue,2013,78644203
Washington,State and Local,Total,Expenditure,2012,74928968
Washington,State and Local,Total,Revenue,2012,69547231
Washington,State and Local,Total,Expenditure,2011,75428147
Washington,State and Local,Total,Revenue,2011,78340816
Washington,State and Local,Total,Expenditure,2010,75167279
Washington,State and Local,Total,Revenue,2010,71622880
Washington,State and Local,Total,Expenditure,2009,72488406
Washington,State and Local,Total,Revenue,2009,51019324
Washington,State and Local,Total,Expenditure,2008,66530241
Washington,State and Local,Total,Revenue,2008,63025517
Washington,State and Local,Total,Expenditure,2007,62127822
Washington,State and Local,Total,Revenue,2007,71996843
Washington,State and Local,Total,Expenditure,2006,56510914
Washington,State and Local,Total,Revenue,2006,63032457
Washington,State and Local,Total,Expenditure,2005,55800229
Washington,State and Local,Total,Revenue,2005,57509924
Washington,State and Local,Total,Expenditure,2004,54357830
Washington,State and Local,Total,Revenue,2004,54566467
Washington,State and Local,Air,Expenditure,2020,1074166
Washington,State and Local,Air,Revenue,2020,853319
Washington,State and Local,Air,Expenditure,2019,1162148
Washington,State and Local,Air,Revenue,2019,809553
Washington,State and Local,Air,Expenditure,2018,706579
Washington,State and Local,Air,Revenue,2018,741910
Washington,State and Local,Air,Expenditure,2017,587339
Washington,State and Local,Air,Revenue,2017,700207
Washington,State and Local,Air,Expenditure,2016,577310
Washington,State and Local,Air,Revenue,2016,630174
Washington,State and Local,Air,Expenditure,2015,513316
Washington,State and Local,Air,Revenue,2015,596720
Washington,State and Local,Air,Expenditure,2014,549642
Washington,State and Local,Air,Revenue,2014,599519
Washington,State and Local,Air,Expenditure,2013,469412
Washington,State and Local,Air,Revenue,2013,554527
Washington,State and Local,Air,Expenditure,2012,444363
Washington,State and Local,Air,Revenue,2012,524690
Washington,State and Local,Air,Expenditure,2011,440441
Washington,State and Local,Air,Revenue,2011,492264
Washington,State and Local,Air,Expenditure,2010,500025
Washington,State and Local,Air,Revenue,2010,469775
Washington,State and Local,Air,Expenditure,2009,521904
Washington,State and Local,Air,Revenue,2009,501143
Washington,State and Local,Air,Expenditure,2008,603158
Washington,State and Local,Air,Revenue,2008,489964
Washington,State and Local,Air,Expenditure,2007,623705
Washington,State and Local,Air,Revenue,2007,461743
Washington,State and Local,Air,Expenditure,2006,801703
Washington,State and Local,Air,Revenue,2006,414473
Washington,State and Local,Air,Expenditure,2005,700468
Washington,State and Local,Air,Revenue,2005,376097
Washington,State and Local,Air,Expenditure,2004,632327
Washington,State and Local,Air,Revenue,2004,331455
Washington,State and Local,Highway,Expenditure,2020,7739794
Washington,State and Local,Highway,Revenue,2020,2942406
Washington,State and Local,Highway,Expenditure,2019,7234513
Washington,State and Local,Highway,Revenue,2019,3341689
Washington,State and Local,Highway,Expenditure,2018,6557321
Washington,State and Local,Highway,Revenue,2018,3586574
Washington,State and Local,Highway,Expenditure,2017,6697933
Washington,State and Local,Highway,Revenue,2017,3112832
Washington,State and Local,Highway,Expenditure,2016,6542179
Washington,State and Local,Highway,Revenue,2016,2713012
Washington,State and Local,Highway,Expenditure,2015,6492811
Washington,State and Local,Highway,Revenue,2015,2389404
Washington,State and Local,Highway,Expenditure,2014,6512691
Washington,State and Local,Highway,Revenue,2014,2239030
Washington,State and Local,Highway,Expenditure,2013,6662708
Washington,State and Local,Highway,Revenue,2013,2191435
Washington,State and Local,Highway,Expenditure,2012,6794523
Washington,State and Local,Highway,Revenue,2012,2061408
Washington,State and Local,Highway,Expenditure,2011,6854807
Washington,State and Local,Highway,Revenue,2011,2023737
Washington,State and Local,Highway,Expenditure,2010,7443248
Washington,State and Local,Highway,Revenue,2010,1977751
Washington,State and Local,Highway,Expenditure,2009,6973055
Washington,State and Local,Highway,Revenue,2009,1938748
Washington,State and Local,Highway,Expenditure,2008,6538828
Washington,State and Local,Highway,Revenue,2008,1958165
Washington,State and Local,Highway,Expenditure,2007,5987076
Washington,State and Local,Highway,Revenue,2007,1836993
Washington,State and Local,Highway,Expenditure,2006,4874397
Washington,State and Local,Highway,Revenue,2006,1666573
Washington,State and Local,Highway,Expenditure,2005,4584046
Washington,State and Local,Highway,Revenue,2005,1487946
Washington,State and Local,Highway,Expenditure,2004,4372747
Washington,State and Local,Highway,Revenue,2004,1461696
Washington,State and Local,Transit,Expenditure,2020,4240869
Washington,State and Local,Transit,Revenue,2020,645032
Washington,State and Local,Transit,Expenditure,2019,3534258
Washington,State and Local,Transit,Revenue,2019,621906
Washington,State and Local,Transit,Expenditure,2018,3199580
Washington,State and Local,Transit,Revenue,2018,598179
Washington,State and Local,Transit,Expenditure,2017,2965588
Washington,State and Local,Transit,Revenue,2017,565502
Washington,State and Local,Transit,Expenditure,2016,2601927
Washington,State and Local,Transit,Revenue,2016,502850
Washington,State and Local,Transit,Expenditure,2015,2372866
Washington,State and Local,Transit,Revenue,2015,467248
Washington,State and Local,Transit,Expenditure,2014,2151090
Washington,State and Local,Transit,Revenue,2014,447143
Washington,State and Local,Transit,Expenditure,2013,2135362
Washington,State and Local,Transit,Revenue,2013,433206
Washington,State and Local,Transit,Expenditure,2012,2436818
Washington,State and Local,Transit,Revenue,2012,416639
Washington,State and Local,Transit,Expenditure,2011,2016956
Washington,State and Local,Transit,Revenue,2011,376590
Washington,State and Local,Transit,Expenditure,2010,2040846
Washington,State and Local,Transit,Revenue,2010,338813
Washington,State and Local,Transit,Expenditure,2009,2060766
Washington,State and Local,Transit,Revenue,2009,297187
Washington,State and Local,Transit,Expenditure,2008,1904494
Washington,State and Local,Transit,Revenue,2008,282260
Washington,State and Local,Transit,Expenditure,2007,1835399
Washington,State and Local,Transit,Revenue,2007,257487
Washington,State and Local,Transit,Expenditure,2006,1597434
Washington,State and Local,Transit,Revenue,2006,234199
Washington,State and Local,Transit,Expenditure,2005,1908561
Washington,State and Local,Transit,Revenue,2005,206477
Washington,State and Local,Transit,Expenditure,2004,1324395
Washington,State and Local,Transit,Revenue,2004,181352
Washington,State and Local,Water,Expenditure,2020,691834
Washington,State and Local,Water,Revenue,2020,677659
Washington,State and Local,Water,Expenditure,2019,628762
Washington,State and Local,Water,Revenue,2019,657233
Washington,State and Local,Water,Expenditure,2018,501984
Washington,State and Local,Water,Revenue,2018,573131
Washington,State and Local,Water,Expenditure,2017,573334
Washington,State and Local,Water,Revenue,2017,630140
Washington,State and Local,Water,Expenditure,2016,492416
Washington,State and Local,Water,Revenue,2016,501017
Washington,State and Local,Water,Expenditure,2015,551061
Washington,State and Local,Water,Revenue,2015,482524
Washington,State and Local,Water,Expenditure,2014,453210
Washington,State and Local,Water,Revenue,2014,442207
Washington,State and Local,Water,Expenditure,2013,424736
Washington,State and Local,Water,Revenue,2013,433247
Washington,State and Local,Water,Expenditure,2012,500374
Washington,State and Local,Water,Revenue,2012,425233
Washington,State and Local,Water,Expenditure,2011,480734
Washington,State and Local,Water,Revenue,2011,367756
Washington,State and Local,Water,Expenditure,2010,467726
Washington,State and Local,Water,Revenue,2010,340523
Washington,State and Local,Water,Expenditure,2009,582178
Washington,State and Local,Water,Revenue,2009,336862
Washington,State and Local,Water,Expenditure,2008,520117
Washington,State and Local,Water,Revenue,2008,335031
Washington,State and Local,Water,Expenditure,2007,587000
Washington,State and Local,Water,Revenue,2007,310004
Washington,State and Local,Water,Expenditure,2006,408392
Washington,State and Local,Water,Revenue,2006,287355
Washington,State and Local,Water,Expenditure,2005,428669
Washington,State and Local,Water,Revenue,2005,265284
Washington,State and Local,Water,Expenditure,2004,451779
Washington,State and Local,Water,Revenue,2004,260513
West Virginia,State and Local,Total,Expenditure,2020,20317106
West Virginia,State and Local,Total,Revenue,2020,20247090
West Virginia,State and Local,Total,Expenditure,2019,18760024
West Virginia,State and Local,Total,Revenue,2019,19217314
West Virginia,State and Local,Total,Expenditure,2018,18192604
West Virginia,State and Local,Total,Revenue,2018,19061154
West Virginia,State and Local,Total,Expenditure,2017,18160280
West Virginia,State and Local,Total,Revenue,2017,19594161
West Virginia,State and Local,Total,Expenditure,2016,18367067
West Virginia,State and Local,Total,Revenue,2016,16985026
West Virginia,State and Local,Total,Expenditure,2015,17573509
West Virginia,State and Local,Total,Revenue,2015,17382828
West Virginia,State and Local,Total,Expenditure,2014,16668678
West Virginia,State and Local,Total,Revenue,2014,18867153
West Virginia,State and Local,Total,Expenditure,2013,16583062
West Virginia,State and Local,Total,Revenue,2013,18230024
West Virginia,State and Local,Total,Expenditure,2012,16483223
West Virginia,State and Local,Total,Revenue,2012,17031593
West Virginia,State and Local,Total,Expenditure,2011,16383046
West Virginia,State and Local,Total,Revenue,2011,18725223
West Virginia,State and Local,Total,Expenditure,2010,15684648
West Virginia,State and Local,Total,Revenue,2010,16993364
West Virginia,State and Local,Total,Expenditure,2009,14567256
West Virginia,State and Local,Total,Revenue,2009,14258617
West Virginia,State and Local,Total,Expenditure,2008,13614864
West Virginia,State and Local,Total,Revenue,2008,13674989
West Virginia,State and Local,Total,Expenditure,2007,12993317
West Virginia,State and Local,Total,Revenue,2007,15317628
West Virginia,State and Local,Total,Expenditure,2006,12377056
West Virginia,State and Local,Total,Revenue,2006,14043727
West Virginia,State and Local,Total,Expenditure,2005,12109660
West Virginia,State and Local,Total,Revenue,2005,14586656
West Virginia,State and Local,Total,Expenditure,2004,12201294
West Virginia,State and Local,Total,Revenue,2004,13596442
West Virginia,State and Local,Air,Expenditure,2020,67758
West Virginia,State and Local,Air,Revenue,2020,34016
West Virginia,State and Local,Air,Expenditure,2019,69944
West Virginia,State and Local,Air,Revenue,2019,35929
West Virginia,State and Local,Air,Expenditure,2018,55021
West Virginia,State and Local,Air,Revenue,2018,31714
West Virginia,State and Local,Air,Expenditure,2017,41318
West Virginia,State and Local,Air,Revenue,2017,29536
West Virginia,State and Local,Air,Expenditure,2016,48688
West Virginia,State and Local,Air,Revenue,2016,29671
West Virginia,State and Local,Air,Expenditure,2015,62186
West Virginia,State and Local,Air,Revenue,2015,28283
West Virginia,State and Local,Air,Expenditure,2014,48096
West Virginia,State and Local,Air,Revenue,2014,32724
West Virginia,State and Local,Air,Expenditure,2013,55632
West Virginia,State and Local,Air,Revenue,2013,31279
West Virginia,State and Local,Air,Expenditure,2012,59625
West Virginia,State and Local,Air,Revenue,2012,33743
West Virginia,State and Local,Air,Expenditure,2011,57128
West Virginia,State and Local,Air,Revenue,2011,30084
West Virginia,State and Local,Air,Expenditure,2010,58486
West Virginia,State and Local,Air,Revenue,2010,24659
West Virginia,State and Local,Air,Expenditure,2009,80235
West Virginia,State and Local,Air,Revenue,2009,25154
West Virginia,State and Local,Air,Expenditure,2008,44134
West Virginia,State and Local,Air,Revenue,2008,22903
West Virginia,State and Local,Air,Expenditure,2007,42676
West Virginia,State and Local,Air,Revenue,2007,21446
West Virginia,State and Local,Air,Expenditure,2006,45071
West Virginia,State and Local,Air,Revenue,2006,18125
West Virginia,State and Local,Air,Expenditure,2005,35121
West Virginia,State and Local,Air,Revenue,2005,17259
West Virginia,State and Local,Air,Expenditure,2004,32114
West Virginia,State and Local,Air,Revenue,2004,15211
West Virginia,State and Local,Highway,Expenditure,2020,2939590
West Virginia,State and Local,Highway,Revenue,2020,611397
West Virginia,State and Local,Highway,Expenditure,2019,2379387
West Virginia,State and Local,Highway,Revenue,2019,602333
West Virginia,State and Local,Highway,Expenditure,2018,1942635
West Virginia,State and Local,Highway,Revenue,2018,568419
West Virginia,State and Local,Highway,Expenditure,2017,1862528
West Virginia,State and Local,Highway,Revenue,2017,511231
West Virginia,State and Local,Highway,Expenditure,2016,1924777
West Virginia,State and Local,Highway,Revenue,2016,501895
West Virginia,State and Local,Highway,Expenditure,2015,1622522
West Virginia,State and Local,Highway,Revenue,2015,544753
West Virginia,State and Local,Highway,Expenditure,2014,1942403
West Virginia,State and Local,Highway,Revenue,2014,550847
West Virginia,State and Local,Highway,Expenditure,2013,1872748
West Virginia,State and Local,Highway,Revenue,2013,518413
West Virginia,State and Local,Highway,Expenditure,2012,2099702
West Virginia,State and Local,Highway,Revenue,2012,499368
West Virginia,State and Local,Highway,Expenditure,2011,2124832
West Virginia,State and Local,Highway,Revenue,2011,506160
West Virginia,State and Local,Highway,Expenditure,2010,2001020
West Virginia,State and Local,Highway,Revenue,2010,495169
West Virginia,State and Local,Highway,Expenditure,2009,2112276
West Virginia,State and Local,Highway,Revenue,2009,549360
West Virginia,State and Local,Highway,Expenditure,2008,1742988
West Virginia,State and Local,Highway,Revenue,2008,570011
West Virginia,State and Local,Highway,Expenditure,2007,1681955
West Virginia,State and Local,Highway,Revenue,2007,516654
West Virginia,State and Local,Highway,Expenditure,2006,1761390
West Virginia,State and Local,Highway,Revenue,2006,492253
West Virginia,State and Local,Highway,Expenditure,2005,1618731
West Virginia,State and Local,Highway,Revenue,2005,488866
West Virginia,State and Local,Highway,Expenditure,2004,1539956
West Virginia,State and Local,Highway,Revenue,2004,468641
West Virginia,State and Local,Transit,Expenditure,2020,64686
West Virginia,State and Local,Transit,Revenue,2020,11760
West Virginia,State and Local,Transit,Expenditure,2019,57776
West Virginia,State and Local,Transit,Revenue,2019,11914
West Virginia,State and Local,Transit,Expenditure,2018,64996
West Virginia,State and Local,Transit,Revenue,2018,12321
West Virginia,State and Local,Transit,Expenditure,2017,58435
West Virginia,State and Local,Transit,Revenue,2017,12945
West Virginia,State and Local,Transit,Expenditure,2016,57065
West Virginia,State and Local,Transit,Revenue,2016,10502
West Virginia,State and Local,Transit,Expenditure,2015,56426
West Virginia,State and Local,Transit,Revenue,2015,10720
West Virginia,State and Local,Transit,Expenditure,2014,54169
West Virginia,State and Local,Transit,Revenue,2014,10038
West Virginia,State and Local,Transit,Expenditure,2013,48056
West Virginia,State and Local,Transit,Revenue,2013,10287
West Virginia,State and Local,Transit,Expenditure,2012,49773
West Virginia,State and Local,Transit,Revenue,2012,11405
West Virginia,State and Local,Transit,Expenditure,2011,49351
West Virginia,State and Local,Transit,Revenue,2011,9277
West Virginia,State and Local,Transit,Expenditure,2010,51797
