Mode,State,Year,Total,Total,Air,Air,Highway,Highway,Transit,Transit,Water,Water
Type,,,Expenditure,Revenue,Expenditure,Revenue,Expenditure,Revenue,Expenditure,Revenue,Expenditure,Revenue
436,Missouri,2015,52652230.0,53926206.0,301274.0,352558.0,3561771.0,1052782.0,461147.0,81034.0,3296.0,1797.0
437,Missouri,2016,54096918.0,52638452.0,317802.0,339759.0,3461976.0,1089167.0,507198.0,84046.0,3398.0,1682.0
438,Missouri,2017,55398827.0,61273323.0,325158.0,345435.0,3475191.0,1085049.0,508336.0,77549.0,2817.0,2837.0
439,Missouri,2018,56626595.0,62221412.0,346448.0,344463.0,3821054.0,1091533.0,512498.0,75812.0,1695.0,0.0
440,Missouri,2019,59324962.0,61563536.0,364977.0,355964.0,3902375.0,1114752.0,534405.0,74086.0,3135.0,2785.0
441,Missouri,2020,62086659.0,62377717.0,538899.0,353484.0,4193247.0,1092422.0,553105.0,73766.0,5220.0,3356.0
442,Montana,2004,6198453.0,6985271.0,49984.0,20657.0,1044757.0,385865.0,9090.0,987.0,0.0,0.0
443,Montana,2005,6411523.0,7438360.0,52159.0,25924.0,1072106.0,345111.0,12882.0,1097.0,0.0,0.0
444,Montana,2006,6946605.0,8019721.0,63717.0,29106.0,1165657.0,365397.0,17787.0,1728.0,0.0,0.0
445,Montana,2007,7446231.0,9160780.0,62220.0,17621.0,1224839.0,381463.0,14476.0,1735.0,0.0,0.0
446,Montana,2008,8126517.0,8515325.0,56977.0,24693.0,1282385.0,371257.0,15054.0,1832.0,0.0,0.0
447,Montana,2009,8486811.0,7158599.0,68523.0,25578.0,1397436.0,356206.0,30385.0,2162.0,3697.0,4204.0
448,Montana,2010,9296445.0,9783778.0,53496.0,22826.0,1549361.0,371598.0,33281.0,2310.0,5003.0,4507.0
449,Montana,2011,9323622.0,10281267.0,60593.0,25034.0,1475215.0,373278.0,35575.0,3180.0,7095.0,3608.0
450,Montana,2012,8952597.0,9196570.0,66827.0,31090.0,1374378.0,381678.0,37570.0,3083.0,1029.0,1413.0
451,Montana,2013,9088133.0,10342381.0,67355.0,32216.0,1217980.0,394912.0,37217.0,2953.0,1792.0,1183.0
452,Montana,2014,9295661.0,10758733.0,54962.0,31059.0,1271074.0,367796.0,36123.0,2164.0,1406.0,1286.0
453,Montana,2015,9471049.0,9965767.0,65697.0,32289.0,1299183.0,422972.0,40153.0,1960.0,1277.0,1219.0
454,Montana,2016,9931269.0,9628358.0,57567.0,34308.0,1230930.0,372285.0,40447.0,1878.0,1247.0,1390.0
455,Montana,2017,10996193.0,11562538.0,78498.0,36494.0,1199828.0,429263.0,39321.0,2087.0,1311.0,1860.0
456,Montana,2018,11085571.0,13850228.0,74465.0,38287.0,1251234.0,473529.0,39018.0,2091.0,2861.0,1636.0
457,Montana,2019,11306160.0,11929923.0,64227.0,38064.0,1439310.0,481693.0,43935.0,1990.0,1426.0,1898.0
458,Montana,2020,12097782.0,12081772.0,78480.0,37411.0,1567207.0,482021.0,46676.0,1552.0,1581.0,1786.0
459,Nebraska,2004,14069166.0,15510744.0,74273.0,47142.0,1717562.0,428600.0,30094.0,5795.0,0.0,0.0
460,Nebraska,2005,14332451.0,15904872.0,96347.0,67016.0,1767735.0,432645.0,16273.0,5754.0,0.0,0.0
461,Nebraska,2006,15304612.0,16979550.0,107543.0,68991.0,1821196.0,453035.0,27695.0,5462.0,0.0,0.0
462,Nebraska,2007,16749931.0,18213534.0,85264.0,51922.0,1638594.0,490313.0,29531.0,4507.0,1809.0,0.0
463,Nebraska,2008,17624949.0,17098639.0,88706.0,57132.0,1809618.0,482672.0,39091.0,4952.0,0.0,0.0
464,Nebraska,2009,18830464.0,15857919.0,71678.0,50566.0,2053667.0,477341.0,41778.0,5168.0,0.0,0.0
465,Nebraska,2010,19314748.0,20120741.0,115760.0,50846.0,1964604.0,505299.0,35238.0,4356.0,0.0,0.0
466,Nebraska,2011,19486972.0,21852260.0,94524.0,50189.0,1813169.0,544690.0,35845.0,5651.0,0.0,0.0
467,Nebraska,2012,19931937.0,20465954.0,104119.0,58214.0,1827694.0,566513.0,40308.0,6049.0,0.0,0.0
468,Nebraska,2013,20339190.0,22773517.0,93925.0,57115.0,2029321.0,533279.0,40736.0,6903.0,0.0,0.0
469,Nebraska,2014,20787146.0,23894512.0,105321.0,57969.0,1896409.0,573332.0,48877.0,7035.0,0.0,0.0
470,Nebraska,2015,22024166.0,23204450.0,118637.0,59923.0,2196098.0,576909.0,50023.0,7105.0,0.0,0.0
471,Nebraska,2016,22799753.0,22686088.0,109869.0,65160.0,2412387.0,597206.0,48543.0,7300.0,0.0,0.0
472,Nebraska,2017,23354541.0,24478844.0,102268.0,72710.0,2372174.0,611031.0,44693.0,7178.0,0.0,0.0
473,Nebraska,2018,23569697.0,25284143.0,98242.0,75984.0,2540566.0,644777.0,45505.0,7781.0,0.0,0.0
474,Nebraska,2019,23992127.0,25103579.0,106587.0,81760.0,2582192.0,650103.0,48462.0,7449.0,0.0,0.0
475,Nebraska,2020,25196463.0,27115791.0,99718.0,78224.0,3090495.0,659824.0,50145.0,7453.0,0.0,0.0
476,Nevada,2004,16071443.0,16894724.0,398907.0,279697.0,2250431.0,603525.0,193165.0,81293.0,0.0,0.0
477,Nevada,2005,17404534.0,18953181.0,435157.0,303537.0,2486295.0,648267.0,177181.0,48695.0,0.0,0.0
478,Nevada,2006,18761656.0,20363376.0,460164.0,329034.0,2287172.0,607242.0,150095.0,31198.0,0.0,0.0
479,Nevada,2007,20009336.0,23198414.0,298709.0,380590.0,2885738.0,608415.0,235471.0,59110.0,0.0,0.0
480,Nevada,2008,21454309.0,19991120.0,343643.0,425800.0,2245871.0,594032.0,304438.0,92120.0,0.0,0.0
481,Nevada,2009,22475051.0,16943782.0,355583.0,425754.0,2755994.0,557441.0,297346.0,80953.0,0.0,0.0
482,Nevada,2010,23856105.0,22837869.0,1343345.0,408901.0,2306212.0,544029.0,312966.0,74311.0,0.0,0.0
483,Nevada,2011,23324132.0,25944382.0,935683.0,411790.0,2265531.0,539957.0,358836.0,86634.0,0.0,0.0
484,Nevada,2012,22590045.0,21896058.0,644420.0,398689.0,2707888.0,552744.0,360903.0,78094.0,0.0,0.0
485,Nevada,2013,21760813.0,25469945.0,441543.0,541076.0,2714822.0,581382.0,276497.0,87537.0,0.0,0.0
486,Nevada,2014,22127699.0,26862851.0,383342.0,528265.0,1845498.0,631043.0,266352.0,102446.0,0.0,0.0
487,Nevada,2015,23302108.0,25296262.0,368354.0,540041.0,2176155.0,648540.0,263036.0,94908.0,0.0,0.0
